operation,timestamp,datetime,cpu_percent,memory_mb,execution_time_ms
prepare_profile,1749701811.2732332,2025-06-12 13:16:51.273,17.74,4.78,0.25265401927754283
key_establishment,1749701811.2752104,2025-06-12 13:16:51.275,23.95,5.12,0.34033600240945816
key_establishment,1749701811.2767735,2025-06-12 13:16:51.276,20.22,4.58,0.21636599558405578
register_euicc,1749701811.278547,2025-06-12 13:16:51.278,11.87,5.6,0.16538798809051514
create_isdp,1749701811.2799952,2025-06-12 13:16:51.279,8.25,4.09,0.12614199658855796
install_profile,1749701811.281681,2025-06-12 13:16:51.281,24.27,8.71,0.3162740031257272
enable_profile,1749701811.283797,2025-06-12 13:16:51.283,9.45,3.45,0.1477799960412085
install_profile,1749701811.2852743,2025-06-12 13:16:51.285,29.96,8.37,0.16423498163931072
key_establishment,1749701811.286873,2025-06-12 13:16:51.286,19.52,5.23,0.3285979910288006
status_verification,1749701811.2881346,2025-06-12 13:16:51.288,2.59,1.38,0.1959859800990671
status_verification,1749701811.2892714,2025-06-12 13:16:51.289,2.7,0.78,0.0766300072427839
status_verification,1749701811.2912157,2025-06-12 13:16:51.291,3.82,0.73,0.2618060098029673
prepare_profile,1749701811.564257,2025-06-12 13:16:51.564,17.78,8.6,0.24951298837549984
key_establishment,1749701811.566325,2025-06-12 13:16:51.566,22.28,4.3,0.33130901283584535
key_establishment,1749701811.5679288,2025-06-12 13:16:51.567,22.5,5.91,0.1955330080818385
register_euicc,1749701811.5694315,2025-06-12 13:16:51.569,10.82,3.5,0.16522500663995743
create_isdp,1749701811.5709405,2025-06-12 13:16:51.570,6.84,2.95,0.12531099491752684
install_profile,1749701811.5725482,2025-06-12 13:16:51.572,28.55,9.79,0.31902699265629053
enable_profile,1749701811.574356,2025-06-12 13:16:51.574,8.5,1.77,0.17897598445415497
install_profile,1749701811.5761929,2025-06-12 13:16:51.576,22.39,11.33,0.2364699903409928
key_establishment,1749701811.578096,2025-06-12 13:16:51.578,21.97,4.56,0.37493498530238867
status_verification,1749701811.5801294,2025-06-12 13:16:51.580,2.96,1.14,0.2512880018912256
status_verification,1749701811.5814745,2025-06-12 13:16:51.581,3.22,1.25,0.1306380145251751
status_verification,1749701811.5829055,2025-06-12 13:16:51.582,3.22,1.01,0.13280598795972764
prepare_profile,1749701811.5942116,2025-06-12 13:16:51.594,12.3,5.32,0.22024699137546122
key_establishment,1749701811.5961196,2025-06-12 13:16:51.596,23.45,4.42,0.3476570127531886
key_establishment,1749701811.597859,2025-06-12 13:16:51.597,17.74,5.99,0.21125501370988786
register_euicc,1749701811.5993865,2025-06-12 13:16:51.599,11.95,3.92,0.16422499902546406
create_isdp,1749701811.60086,2025-06-12 13:16:51.600,7.36,1.95,0.14921199181117117
install_profile,1749701811.602441,2025-06-12 13:16:51.602,20.65,6.75,0.2962409926112741
enable_profile,1749701811.6037102,2025-06-12 13:16:51.603,11.04,2.21,0.10988698340952396
install_profile,1749701811.6051502,2025-06-12 13:16:51.605,30.01,8.64,0.18259999342262745
key_establishment,1749701811.6066833,2025-06-12 13:16:51.606,18.53,4.72,0.30151198734529316
status_verification,1749701811.6078458,2025-06-12 13:16:51.607,3.2,1.01,0.15139300376176834
status_verification,1749701811.6087623,2025-06-12 13:16:51.608,3.0,0.9,0.09230198338627815
status_verification,1749701811.609638,2025-06-12 13:16:51.609,3.52,1.34,0.07281301077455282
prepare_profile,1749701811.854448,2025-06-12 13:16:51.854,12.75,8.38,0.24973598192445934
key_establishment,1749701811.8567116,2025-06-12 13:16:51.856,22.95,6.93,0.3656350017990917
key_establishment,1749701811.858709,2025-06-12 13:16:51.858,16.66,5.33,0.25807402562350035
register_euicc,1749701811.8605342,2025-06-12 13:16:51.860,14.71,3.51,0.21442899014800787
create_isdp,1749701811.8619561,2025-06-12 13:16:51.861,7.51,2.52,0.13401699834503233
install_profile,1749701811.8638663,2025-06-12 13:16:51.863,21.72,9.78,0.35903899697586894
enable_profile,1749701811.866713,2025-06-12 13:16:51.866,9.85,2.8,0.28865700005553663
install_profile,1749701811.8693674,2025-06-12 13:16:51.869,23.37,9.29,0.33917001564987004
key_establishment,1749701811.8722637,2025-06-12 13:16:51.872,18.17,6.22,0.624712003627792
status_verification,1749701811.874531,2025-06-12 13:16:51.874,3.45,0.69,0.39642100455239415
status_verification,1749701811.8764966,2025-06-12 13:16:51.876,3.07,1.34,0.16043600044213235
status_verification,1749701811.87791,2025-06-12 13:16:51.877,3.04,1.41,0.10052099241875112
prepare_profile,1749701811.9498186,2025-06-12 13:16:51.949,13.67,6.57,0.2381750091444701
key_establishment,1749701811.951862,2025-06-12 13:16:51.951,16.21,4.98,0.33332599559798837
key_establishment,1749701811.9535587,2025-06-12 13:16:51.953,17.09,6.05,0.20496599609032273
register_euicc,1749701811.9550798,2025-06-12 13:16:51.955,15.74,5.46,0.18031499348580837
create_isdp,1749701811.9573715,2025-06-12 13:16:51.957,7.22,4.1,0.6139210017863661
install_profile,1749701811.9589865,2025-06-12 13:16:51.958,28.43,9.12,0.3335519868414849
enable_profile,1749701811.9603477,2025-06-12 13:16:51.960,9.28,2.86,0.1270259963348508
install_profile,1749701811.9616764,2025-06-12 13:16:51.961,26.51,10.52,0.16657801461406052
key_establishment,1749701811.9649057,2025-06-12 13:16:51.964,17.73,6.17,0.7352799875661731
status_verification,1749701811.9676976,2025-06-12 13:16:51.967,3.49,1.24,0.27365301502868533
status_verification,1749701811.9693987,2025-06-12 13:16:51.969,3.15,0.78,0.11072700726799667
status_verification,1749701811.9707372,2025-06-12 13:16:51.970,3.56,0.64,0.1287380000576377
prepare_profile,1749701812.2964532,2025-06-12 13:16:52.296,13.53,6.99,0.24556199787184596
key_establishment,1749701812.2983825,2025-06-12 13:16:52.298,21.0,5.38,0.3409289929550141
key_establishment,1749701812.2998152,2025-06-12 13:16:52.299,20.09,5.09,0.19091001013293862
register_euicc,1749701812.3014412,2025-06-12 13:16:52.301,13.63,5.47,0.1598890230525285
create_isdp,1749701812.304277,2025-06-12 13:16:52.304,8.11,1.82,0.3506949869915843
install_profile,1749701812.307156,2025-06-12 13:16:52.307,24.55,9.33,0.39968101191334426
enable_profile,1749701812.308829,2025-06-12 13:16:52.308,8.52,2.9,0.13686600141227245
install_profile,1749701812.3104954,2025-06-12 13:16:52.310,28.93,10.65,0.16962899826467037
key_establishment,1749701812.3125436,2025-06-12 13:16:52.312,17.83,3.61,0.36867099697701633
status_verification,1749701812.3137789,2025-06-12 13:16:52.313,2.92,0.66,0.1921410148497671
status_verification,1749701812.314941,2025-06-12 13:16:52.314,3.31,0.9,0.08721099584363401
status_verification,1749701812.3161013,2025-06-12 13:16:52.316,2.68,0.82,0.09417999535799026
prepare_profile,1749701812.587419,2025-06-12 13:16:52.587,14.24,6.84,0.24618199677206576
key_establishment,1749701812.5894356,2025-06-12 13:16:52.589,23.22,4.62,0.4546770069282502
key_establishment,1749701812.591251,2025-06-12 13:16:52.591,23.4,4.83,0.22578000789508224
register_euicc,1749701812.5928788,2025-06-12 13:16:52.592,11.11,5.56,0.16613799380138516
create_isdp,1749701812.5942574,2025-06-12 13:16:52.594,8.67,1.95,0.15140700270421803
install_profile,1749701812.5958202,2025-06-12 13:16:52.595,29.83,8.56,0.3021669981535524
enable_profile,1749701812.5976753,2025-06-12 13:16:52.597,8.54,2.66,0.13597600627690554
install_profile,1749701812.5992076,2025-06-12 13:16:52.599,29.58,8.09,0.1902939984574914
key_establishment,1749701812.6006486,2025-06-12 13:16:52.600,20.53,5.27,0.3264739934820682
status_verification,1749701812.6020203,2025-06-12 13:16:52.602,2.72,0.64,0.17023799591697752
status_verification,1749701812.603061,2025-06-12 13:16:52.603,3.56,1.11,0.07523500244133174
status_verification,1749701812.6039064,2025-06-12 13:16:52.603,3.27,0.83,0.06857200060039759
prepare_profile,1749701812.6131077,2025-06-12 13:16:52.613,17.2,4.29,0.19861399778164923
key_establishment,1749701812.6151288,2025-06-12 13:16:52.615,18.84,4.41,0.3492410178296268
key_establishment,1749701812.6168249,2025-06-12 13:16:52.616,19.81,5.6,0.20431398297660053
register_euicc,1749701812.6182706,2025-06-12 13:16:52.618,11.92,5.49,0.17073500202968717
create_isdp,1749701812.6196635,2025-06-12 13:16:52.619,7.81,4.06,0.12924600741825998
install_profile,1749701812.621053,2025-06-12 13:16:52.621,24.91,9.11,0.2839149965438992
enable_profile,1749701812.6223922,2025-06-12 13:16:52.622,10.07,2.94,0.11420098599046469
install_profile,1749701812.623867,2025-06-12 13:16:52.623,26.67,11.75,0.1415619917679578
key_establishment,1749701812.6254094,2025-06-12 13:16:52.625,20.74,7.19,0.30400301329791546
status_verification,1749701812.626445,2025-06-12 13:16:52.626,2.69,1.02,0.16101499204523861
status_verification,1749701812.6275043,2025-06-12 13:16:52.627,3.52,1.49,0.08030800381675363
status_verification,1749701812.6283686,2025-06-12 13:16:52.628,3.46,1.46,0.06804600707255304
prepare_profile,1749701812.882259,2025-06-12 13:16:52.882,13.06,8.02,0.2617459977045655
key_establishment,1749701812.8841515,2025-06-12 13:16:52.884,23.11,5.9,0.3314600035082549
key_establishment,1749701812.885901,2025-06-12 13:16:52.885,20.81,5.09,0.20206699264235795
register_euicc,1749701812.887931,2025-06-12 13:16:52.887,15.04,5.43,0.5794820026494563
create_isdp,1749701812.8898537,2025-06-12 13:16:52.889,8.54,4.15,0.20239601144567132
install_profile,1749701812.8918922,2025-06-12 13:16:52.891,22.54,7.91,0.4014100122731179
enable_profile,1749701812.8936355,2025-06-12 13:16:52.893,11.47,2.17,0.14342000940814614
install_profile,1749701812.8950677,2025-06-12 13:16:52.895,26.66,11.53,0.16880701878108084
key_establishment,1749701812.8965678,2025-06-12 13:16:52.896,20.18,6.59,0.32516400096938014
status_verification,1749701812.8979154,2025-06-12 13:16:52.897,3.55,1.15,0.17347600078210235
status_verification,1749701812.8990593,2025-06-12 13:16:52.899,3.6,1.06,0.09386998135596514
status_verification,1749701812.9002512,2025-06-12 13:16:52.900,2.72,1.46,0.08215400157496333
prepare_profile,1749701812.9764879,2025-06-12 13:16:52.976,14.11,4.95,0.22691700723953545
key_establishment,1749701812.9783478,2025-06-12 13:16:52.978,19.8,4.27,0.33612901461310685
key_establishment,1749701812.9798963,2025-06-12 13:16:52.979,18.71,3.44,0.1982669928111136
register_euicc,1749701812.9817038,2025-06-12 13:16:52.981,13.12,5.96,0.18395899678580463
create_isdp,1749701812.983284,2025-06-12 13:16:52.983,6.57,2.29,0.2140970027539879
install_profile,1749701812.9850023,2025-06-12 13:16:52.985,23.55,9.37,0.3180350176990032
enable_profile,1749701812.9864678,2025-06-12 13:16:52.986,8.6,2.67,0.11814900790341198
install_profile,1749701812.9884148,2025-06-12 13:16:52.988,25.69,8.78,0.19933999283239245
key_establishment,1749701812.9902098,2025-06-12 13:16:52.990,16.43,4.85,0.4375609860289842
status_verification,1749701812.9915862,2025-06-12 13:16:52.991,3.54,1.39,0.23301001056097448
status_verification,1749701812.9926586,2025-06-12 13:16:52.992,2.71,0.98,0.08284702198579907
status_verification,1749701812.993773,2025-06-12 13:16:52.993,2.66,1.01,0.07727497722953558
prepare_profile,1749701813.3200467,2025-06-12 13:16:53.320,15.16,6.59,0.2392029855400324
key_establishment,1749701813.322198,2025-06-12 13:16:53.322,18.26,6.93,0.3702090180013329
key_establishment,1749701813.324033,2025-06-12 13:16:53.324,17.71,6.3,0.2462199772708118
register_euicc,1749701813.325877,2025-06-12 13:16:53.325,12.06,3.72,0.2136120165232569
create_isdp,1749701813.32764,2025-06-12 13:16:53.327,7.13,3.94,0.1829270040616393
install_profile,1749701813.3297966,2025-06-12 13:16:53.329,26.09,10.96,0.35730499075725675
enable_profile,1749701813.3317115,2025-06-12 13:16:53.331,8.3,1.65,0.16830701497383416
install_profile,1749701813.333504,2025-06-12 13:16:53.333,22.89,8.22,0.21317697246558964
key_establishment,1749701813.335412,2025-06-12 13:16:53.335,22.0,7.04,0.3841470170300454
status_verification,1749701813.336932,2025-06-12 13:16:53.336,3.14,0.77,0.2318579936400056
status_verification,1749701813.3383172,2025-06-12 13:16:53.338,3.07,1.03,0.11562902363948524
status_verification,1749701813.3397622,2025-06-12 13:16:53.339,3.16,0.82,0.11733800056390464
prepare_profile,1749701813.6083283,2025-06-12 13:16:53.608,18.04,8.34,0.2784570096991956
key_establishment,1749701813.6102715,2025-06-12 13:16:53.610,20.83,5.16,0.3305019927211106
key_establishment,1749701813.6119456,2025-06-12 13:16:53.611,17.49,5.15,0.20550301996991038
register_euicc,1749701813.6136787,2025-06-12 13:16:53.613,10.58,3.52,0.16965498798526824
create_isdp,1749701813.6152246,2025-06-12 13:16:53.615,8.44,3.44,0.1294559915550053
install_profile,1749701813.6169584,2025-06-12 13:16:53.616,27.6,11.18,0.35152898635715246
enable_profile,1749701813.618491,2025-06-12 13:16:53.618,10.27,1.61,0.1121849927585572
install_profile,1749701813.6201293,2025-06-12 13:16:53.620,28.2,11.37,0.2025099820457399
key_establishment,1749701813.621629,2025-06-12 13:16:53.621,21.5,4.1,0.32303002080880105
status_verification,1749701813.6227975,2025-06-12 13:16:53.622,2.59,1.44,0.1876159803941846
status_verification,1749701813.624113,2025-06-12 13:16:53.624,3.25,0.84,0.1483120140619576
status_verification,1749701813.6252654,2025-06-12 13:16:53.625,2.75,1.27,0.0974169815890491
prepare_profile,1749701813.6311574,2025-06-12 13:16:53.631,14.28,4.63,0.2122590085491538
key_establishment,1749701813.632655,2025-06-12 13:16:53.632,18.37,7.12,0.27110002702102065
key_establishment,1749701813.6346729,2025-06-12 13:16:53.634,20.02,6.72,0.6121890037320554
register_euicc,1749701813.636283,2025-06-12 13:16:53.636,15.0,3.46,0.20986999152228236
create_isdp,1749701813.6377873,2025-06-12 13:16:53.637,9.02,4.09,0.1745469926390797
install_profile,1749701813.639623,2025-06-12 13:16:53.639,23.97,7.85,0.3004769969265908
enable_profile,1749701813.6410558,2025-06-12 13:16:53.641,9.07,3.27,0.133130990434438
install_profile,1749701813.642411,2025-06-12 13:16:53.642,23.26,9.56,0.16860599862411618
key_establishment,1749701813.643981,2025-06-12 13:16:53.643,21.71,3.28,0.2874979982152581
status_verification,1749701813.6450298,2025-06-12 13:16:53.645,3.19,1.13,0.1525550032965839
status_verification,1749701813.6458504,2025-06-12 13:16:53.645,2.99,1.03,0.06963999476283789
status_verification,1749701813.646623,2025-06-12 13:16:53.646,3.6,1.01,0.06403800216503441
prepare_profile,1749701813.9045272,2025-06-12 13:16:53.904,17.26,8.8,0.24988499353639781
key_establishment,1749701813.9066043,2025-06-12 13:16:53.906,16.46,4.34,0.36913499934598804
key_establishment,1749701813.9082568,2025-06-12 13:16:53.908,17.9,7.22,0.21102800383232534
register_euicc,1749701813.9097593,2025-06-12 13:16:53.909,12.98,4.2,0.18159399041906
create_isdp,1749701813.9110978,2025-06-12 13:16:53.911,9.27,1.81,0.12915799743495882
install_profile,1749701813.9127111,2025-06-12 13:16:53.912,24.94,11.33,0.3288529987912625
enable_profile,1749701813.9146361,2025-06-12 13:16:53.914,9.72,1.6,0.1442380016669631
install_profile,1749701813.9162564,2025-06-12 13:16:53.916,26.05,11.29,0.20037498325109482
key_establishment,1749701813.917853,2025-06-12 13:16:53.917,20.06,7.34,0.3191510040778667
status_verification,1749701813.9189994,2025-06-12 13:16:53.918,3.84,1.27,0.17279500025324523
status_verification,1749701813.920109,2025-06-12 13:16:53.920,3.56,1.23,0.08974299998953938
status_verification,1749701813.92114,2025-06-12 13:16:53.921,2.8,0.97,0.09916198905557394
prepare_profile,1749701813.9971058,2025-06-12 13:16:53.997,16.34,5.53,0.253821985097602
key_establishment,1749701813.9991558,2025-06-12 13:16:53.999,22.39,4.25,0.3482320171315223
key_establishment,1749701814.0013876,2025-06-12 13:16:54.001,22.19,7.12,0.31643902184441686
register_euicc,1749701814.003517,2025-06-12 13:16:54.003,11.8,4.22,0.21851499332115054
create_isdp,1749701814.0049555,2025-06-12 13:16:54.004,9.4,3.36,0.14515098882839084
install_profile,1749701814.0066624,2025-06-12 13:16:54.006,27.58,6.59,0.32336998265236616
enable_profile,1749701814.0081606,2025-06-12 13:16:54.008,10.2,3.14,0.15831398195587099
install_profile,1749701814.009463,2025-06-12 13:16:54.009,27.83,11.71,0.1563230180181563
key_establishment,1749701814.0110817,2025-06-12 13:16:54.011,22.73,6.24,0.3307029837742448
status_verification,1749701814.0122254,2025-06-12 13:16:54.012,2.83,1.01,0.21287600975483656
status_verification,1749701814.0136507,2025-06-12 13:16:54.013,2.67,0.77,0.09165500523522496
status_verification,1749701814.0149238,2025-06-12 13:16:54.014,3.58,1.06,0.1398929744027555
prepare_profile,1749701814.3439124,2025-06-12 13:16:54.343,14.83,7.74,0.23114998475648463
key_establishment,1749701814.3458831,2025-06-12 13:16:54.345,19.07,6.55,0.32216100953519344
key_establishment,1749701814.3475745,2025-06-12 13:16:54.347,22.17,5.68,0.19116298062726855
register_euicc,1749701814.3490963,2025-06-12 13:16:54.349,14.41,3.04,0.15446197357960045
create_isdp,1749701814.3501554,2025-06-12 13:16:54.350,6.91,4.2,0.10784398182295263
install_profile,1749701814.3512464,2025-06-12 13:16:54.351,24.91,8.73,0.22287399042397738
enable_profile,1749701814.3521903,2025-06-12 13:16:54.352,8.21,2.11,0.07936698966659606
install_profile,1749701814.3531172,2025-06-12 13:16:54.353,25.24,8.6,0.10000501060858369
key_establishment,1749701814.3538423,2025-06-12 13:16:54.353,19.69,5.52,0.15316999633796513
status_verification,1749701814.3543622,2025-06-12 13:16:54.354,2.56,1.21,0.08829499711282551
status_verification,1749701814.3547332,2025-06-12 13:16:54.354,3.69,1.22,0.030405004508793354
status_verification,1749701814.3551571,2025-06-12 13:16:54.355,3.15,1.35,0.03716698847711086
prepare_profile,1749701814.629961,2025-06-12 13:16:54.629,17.34,6.66,0.23990400950424373
key_establishment,1749701814.631877,2025-06-12 13:16:54.631,20.28,3.87,0.3191739961039275
key_establishment,1749701814.6340647,2025-06-12 13:16:54.634,21.08,7.21,0.20630497601814568
register_euicc,1749701814.6357765,2025-06-12 13:16:54.635,10.94,5.21,0.19010200048796833
create_isdp,1749701814.6371815,2025-06-12 13:16:54.637,7.57,4.49,0.141989003168419
install_profile,1749701814.6387029,2025-06-12 13:16:54.638,20.96,9.79,0.2989739878103137
enable_profile,1749701814.640299,2025-06-12 13:16:54.640,7.73,1.69,0.12769197928719223
install_profile,1749701814.6419556,2025-06-12 13:16:54.641,23.48,9.77,0.1676649844739586
key_establishment,1749701814.6434727,2025-06-12 13:16:54.643,18.63,4.03,0.30793697806075215
status_verification,1749701814.644684,2025-06-12 13:16:54.644,3.43,1.01,0.18476400873623788
status_verification,1749701814.6457481,2025-06-12 13:16:54.645,3.73,0.57,0.08158301352523267
status_verification,1749701814.646769,2025-06-12 13:16:54.646,2.77,0.82,0.08890399476513267
prepare_profile,1749701814.6491876,2025-06-12 13:16:54.649,14.68,8.14,0.17686400678940117
key_establishment,1749701814.653368,2025-06-12 13:16:54.653,18.27,7.12,0.34201701055280864
key_establishment,1749701814.6549497,2025-06-12 13:16:54.654,18.0,6.71,0.17459702212363482
register_euicc,1749701814.6563933,2025-06-12 13:16:54.656,14.45,2.68,0.16177201177924871
create_isdp,1749701814.6575809,2025-06-12 13:16:54.657,7.11,3.4,0.11955597437918186
install_profile,1749701814.6596475,2025-06-12 13:16:54.659,29.86,9.45,0.32355901203118265
enable_profile,1749701814.6612382,2025-06-12 13:16:54.661,10.26,2.15,0.12742000399157405
install_profile,1749701814.6627028,2025-06-12 13:16:54.662,20.18,6.94,0.16519700875505805
key_establishment,1749701814.664677,2025-06-12 13:16:54.664,16.15,5.72,0.3701179812196642
status_verification,1749701814.6659162,2025-06-12 13:16:54.665,3.18,1.15,0.18051400547847152
status_verification,1749701814.6668608,2025-06-12 13:16:54.666,2.56,0.88,0.07447201642207801
status_verification,1749701814.6679497,2025-06-12 13:16:54.667,3.62,1.39,0.07705099415034056
prepare_profile,1749701814.9250805,2025-06-12 13:16:54.925,13.61,8.61,0.246387004153803
key_establishment,1749701814.9271288,2025-06-12 13:16:54.927,21.79,7.12,0.34563199733383954
key_establishment,1749701814.9289095,2025-06-12 13:16:54.928,16.67,6.63,0.21078699501231313
register_euicc,1749701814.930549,2025-06-12 13:16:54.930,14.72,3.33,0.20048697479069233
create_isdp,1749701814.93206,2025-06-12 13:16:54.932,7.41,4.34,0.14841201482340693
install_profile,1749701814.9336185,2025-06-12 13:16:54.933,24.45,7.0,0.3123820060864091
enable_profile,1749701814.9351451,2025-06-12 13:16:54.935,10.41,2.07,0.12129300739616156
install_profile,1749701814.9365258,2025-06-12 13:16:54.936,24.34,10.09,0.16319900169037282
key_establishment,1749701814.9381516,2025-06-12 13:16:54.938,20.23,6.24,0.33026200253516436
status_verification,1749701814.9401145,2025-06-12 13:16:54.940,3.48,1.4,0.20407201373018324
status_verification,1749701814.9412136,2025-06-12 13:16:54.941,3.71,1.43,0.07749500218778849
status_verification,1749701814.9423249,2025-06-12 13:16:54.942,3.44,0.9,0.0886930210981518
prepare_profile,1749701815.0185273,2025-06-12 13:16:55.018,15.88,8.62,0.22565198014490306
key_establishment,1749701815.0212595,2025-06-12 13:16:55.021,23.33,6.77,0.39502501022070646
key_establishment,1749701815.0232396,2025-06-12 13:16:55.023,20.7,4.53,0.24176499573513865
register_euicc,1749701815.024881,2025-06-12 13:16:55.024,10.58,2.66,0.17111000488512218
create_isdp,1749701815.026435,2025-06-12 13:16:55.026,7.36,3.02,0.14056000509299338
install_profile,1749701815.028181,2025-06-12 13:16:55.028,30.23,7.89,0.3426329931244254
enable_profile,1749701815.0295956,2025-06-12 13:16:55.029,8.81,2.1,0.11406801058910787
install_profile,1749701815.0312414,2025-06-12 13:16:55.031,23.49,11.68,0.17992997891269624
key_establishment,1749701815.0329578,2025-06-12 13:16:55.032,19.89,7.21,0.31214498449116945
status_verification,1749701815.0342436,2025-06-12 13:16:55.034,2.75,1.45,0.2136619878001511
status_verification,1749701815.035376,2025-06-12 13:16:55.035,3.8,0.69,0.07431997801177204
status_verification,1749701815.0363028,2025-06-12 13:16:55.036,2.69,0.58,0.08203901234082878
prepare_profile,1749701815.3577886,2025-06-12 13:16:55.357,15.28,7.96,0.24183301138691604
key_establishment,1749701815.3602822,2025-06-12 13:16:55.360,16.08,5.03,0.38328999653458595
key_establishment,1749701815.3618636,2025-06-12 13:16:55.361,16.56,7.04,0.20578299881890416
register_euicc,1749701815.3635457,2025-06-12 13:16:55.363,12.06,4.9,0.19043099018745124
create_isdp,1749701815.3650293,2025-06-12 13:16:55.365,7.25,2.18,0.13123999815434217
install_profile,1749701815.3667665,2025-06-12 13:16:55.366,29.97,11.86,0.3133170248474926
enable_profile,1749701815.3684134,2025-06-12 13:16:55.368,9.44,2.78,0.12816500384360552
install_profile,1749701815.3699222,2025-06-12 13:16:55.369,25.12,9.37,0.17497499356977642
key_establishment,1749701815.3714635,2025-06-12 13:16:55.371,19.09,4.15,0.340288010193035
status_verification,1749701815.3721116,2025-06-12 13:16:55.372,2.67,0.79,0.054270989494398236
status_verification,1749701815.372356,2025-06-12 13:16:55.372,3.6,1.39,0.019769009668380022
status_verification,1749701815.3726559,2025-06-12 13:16:55.372,3.16,1.03,0.016689009498804808
prepare_profile,1749701815.653059,2025-06-12 13:16:55.653,16.03,6.61,0.37330700433813035
key_establishment,1749701815.6561325,2025-06-12 13:16:55.656,17.16,6.61,0.5339650087989867
key_establishment,1749701815.6589632,2025-06-12 13:16:55.658,22.2,4.72,0.36731400177814066
register_euicc,1749701815.661702,2025-06-12 13:16:55.661,12.61,4.59,0.3032719832845032
create_isdp,1749701815.6645513,2025-06-12 13:16:55.664,6.62,2.5,0.2162870077881962
install_profile,1749701815.666559,2025-06-12 13:16:55.666,25.18,10.04,0.3424460010137409
enable_profile,1749701815.6680202,2025-06-12 13:16:55.668,9.42,3.03,0.12065799091942608
install_profile,1749701815.6694543,2025-06-12 13:16:55.669,21.14,7.43,0.16039900947362185
prepare_profile,1749701815.670816,2025-06-12 13:16:55.670,14.81,7.02,0.14943600399419665
key_establishment,1749701815.6720316,2025-06-12 13:16:55.672,21.18,6.94,0.33246699604205787
key_establishment,1749701815.673114,2025-06-12 13:16:55.673,18.65,4.82,0.23459098883904517
status_verification,1749701815.6743844,2025-06-12 13:16:55.674,2.99,1.08,0.17648498760536313
key_establishment,1749701815.6754045,2025-06-12 13:16:55.675,23.18,4.66,0.16928199329413474
status_verification,1749701815.675989,2025-06-12 13:16:55.675,2.64,1.12,0.06744201527908444
status_verification,1749701815.6770482,2025-06-12 13:16:55.677,3.25,1.45,0.06957398727536201
register_euicc,1749701815.6779947,2025-06-12 13:16:55.677,13.94,4.58,0.158619019202888
create_isdp,1749701815.6799781,2025-06-12 13:16:55.679,7.27,3.75,0.10604801354929805
install_profile,1749701815.6825469,2025-06-12 13:16:55.682,24.09,7.36,0.5181160231586546
enable_profile,1749701815.685066,2025-06-12 13:16:55.685,10.22,1.79,0.18013000953942537
install_profile,1749701815.6866906,2025-06-12 13:16:55.686,24.85,10.78,0.17725699581205845
key_establishment,1749701815.6887953,2025-06-12 13:16:55.688,23.17,6.03,0.32767001539468765
status_verification,1749701815.690108,2025-06-12 13:16:55.690,2.83,0.76,0.21507099154405296
status_verification,1749701815.6911538,2025-06-12 13:16:55.691,3.78,1.06,0.10006097727455199
status_verification,1749701815.6921384,2025-06-12 13:16:55.692,2.82,0.54,0.09758397936820984
prepare_profile,1749701815.946563,2025-06-12 13:16:55.946,16.03,8.93,0.25240599643439054
key_establishment,1749701815.9484878,2025-06-12 13:16:55.948,16.21,3.34,0.3354880027472973
key_establishment,1749701815.9500844,2025-06-12 13:16:55.950,23.41,5.04,0.20435699843801558
register_euicc,1749701815.9516091,2025-06-12 13:16:55.951,12.97,5.27,0.1504270185250789
create_isdp,1749701815.9530532,2025-06-12 13:16:55.953,6.63,3.45,0.12878302368335426
install_profile,1749701815.9545906,2025-06-12 13:16:55.954,25.45,9.23,0.31252799089998007
enable_profile,1749701815.9559498,2025-06-12 13:16:55.955,9.77,1.95,0.11348401312716305
install_profile,1749701815.9572861,2025-06-12 13:16:55.957,29.28,9.64,0.15088499640114605
key_establishment,1749701815.9587116,2025-06-12 13:16:55.958,21.34,6.29,0.3088550001848489
status_verification,1749701815.959963,2025-06-12 13:16:55.959,3.36,1.2,0.1807590015232563
status_verification,1749701815.9608746,2025-06-12 13:16:55.960,3.57,0.72,0.07512801676057279
status_verification,1749701815.9616754,2025-06-12 13:16:55.961,2.59,0.78,0.0697979994583875
prepare_profile,1749701816.0404396,2025-06-12 13:16:56.040,14.05,7.44,0.2337600162718445
key_establishment,1749701816.0437016,2025-06-12 13:16:56.043,22.48,6.44,0.5971149948891252
key_establishment,1749701816.0459142,2025-06-12 13:16:56.045,19.91,7.36,0.28554501477628946
register_euicc,1749701816.0477598,2025-06-12 13:16:56.047,11.9,2.93,0.22737300605513155
create_isdp,1749701816.0491862,2025-06-12 13:16:56.049,8.87,3.42,0.15932900714688003
install_profile,1749701816.0519252,2025-06-12 13:16:56.051,21.73,11.11,0.39174300036393106
enable_profile,1749701816.0536244,2025-06-12 13:16:56.053,9.51,2.42,0.14628100325353444
install_profile,1749701816.0551112,2025-06-12 13:16:56.055,21.9,11.69,0.18650101264938712
key_establishment,1749701816.0567894,2025-06-12 13:16:56.056,19.97,3.74,0.35883201053366065
status_verification,1749701816.0579958,2025-06-12 13:16:56.057,3.34,0.55,0.17729599494487047
status_verification,1749701816.0589807,2025-06-12 13:16:56.058,3.42,1.06,0.07383298361673951
status_verification,1749701816.0599582,2025-06-12 13:16:56.059,2.82,1.03,0.07335498230531812
prepare_profile,1749701816.3749585,2025-06-12 13:16:56.374,17.7,8.34,0.23836400941945612
